timestamp,texto_original,texto_traducido,idioma,emocion_predicha,emocion_correcta,confianza,es_correcto
2025-10-27 12:00:00,No me inspira confianza la información sobre la consumo energético del teléfono.,It does not inspire confidence in the consumo energético of the teléfono.,es,fear,fear,0.961047,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la capacidad de carga del reloj inteligente.,It does not inspire confidence in the capacidad de carga of the reloj inteligente.,es,fear,fear,0.904667,True
2025-10-27 12:00:00,Me da miedo que la privacidad del reloj inteligente sea insuficiente para mi familia.,I am afraid that the privacidad of the reloj inteligente.,es,fear,fear,0.976651,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la comodidad del servicio que ofrecen.,I feel anxious about the comodidad of the ventilador.,es,fear,fear,0.973804,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la conectividad del servicio que ofrecen.,I feel anxious about the conectividad of the app bancaria.,es,fear,fear,0.96642,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la entrega del hotel.,It does not inspire confidence in the entrega of the hotel.,es,fear,fear,0.974714,True
2025-10-27 12:00:00,Me preocupa la seguridad de este altavoz; temo que falle en poco tiempo.,I am concerned about the seguridad of the altavoz.,es,fear,fear,0.920099,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la servicio postventa del servicio que ofrecen.,I feel anxious about the servicio postventa of the soporte técnico.,es,fear,fear,0.972085,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la interfaz del servicio que ofrecen.,I feel anxious about the interfaz of the televisor.,es,fear,fear,0.971964,True
2025-10-27 12:00:00,Tengo dudas sobre la conectividad del cafetera y no sé si invertir en él.,I have doubts about the conectividad of the cafetera.,es,fear,fear,0.918025,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la seguridad del almohada.,It does not inspire confidence in the seguridad of the almohada.,es,fear,fear,0.912014,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el cafetera tenga problemas en la compatibilidad.,I am uneasy about the compatibilidad of the cafetera.,es,fear,fear,0.965953,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la rendimiento del servicio que ofrecen.,I feel anxious about the rendimiento of the maleta.,es,fear,fear,0.975039,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la material del firma de lavandería.,It does not inspire confidence in the material of the firma de lavandería.,es,fear,fear,0.965908,True
2025-10-27 12:00:00,Me da miedo que la calidad de sonido del smartwatch sea insuficiente para mi familia.,I am afraid that the calidad de sonido of the smartwatch.,es,fear,fear,0.910218,True
2025-10-27 12:00:00,Tengo dudas sobre la atención al cliente del impresora y no sé si invertir en él.,I have doubts about the atención al cliente of the impresora.,es,fear,fear,0.901932,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la seguridad del soporte técnico.,It does not inspire confidence in the seguridad of the soporte técnico.,es,fear,fear,0.969644,True
2025-10-27 12:00:00,Tengo dudas sobre la rendimiento del plancha y no sé si invertir en él.,I have doubts about the rendimiento of the plancha.,es,fear,fear,0.9898,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la atención al cliente del silla ergonómica.,It does not inspire confidence in the atención al cliente of the silla ergonómica.,es,fear,fear,0.913223,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la acabado del servicio que ofrecen.,I feel anxious about the acabado of the nevera.,es,fear,fear,0.987689,True
2025-10-27 12:00:00,Me da miedo que la facilidad de uso del ventilador sea insuficiente para mi familia.,I am afraid that the facilidad de uso of the ventilador.,es,fear,fear,0.931426,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la interfaz del bicicleta.,It does not inspire confidence in the interfaz of the bicicleta.,es,fear,fear,0.955857,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la resolución de pantalla del restaurante deje de funcionar.",I fear that the resolución de pantalla of the restaurante.,es,fear,fear,0.916412,True
2025-10-27 12:00:00,Me preocupa la garantía de este tablet; temo que falle en poco tiempo.,I am concerned about the garantía of the tablet.,es,fear,fear,0.908845,True
2025-10-27 12:00:00,Me da miedo que la comodidad del app bancaria sea insuficiente para mi familia.,I am afraid that the comodidad of the app bancaria.,es,fear,fear,0.961063,True
2025-10-27 12:00:00,Me da miedo que la diseño del agencia de viajes sea insuficiente para mi familia.,I am afraid that the diseño of the agencia de viajes.,es,fear,fear,0.960339,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la garantía del servicio que ofrecen.,I feel anxious about the garantía of the taller mecánico.,es,fear,fear,0.971326,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la calidad de sonido del tablet deje de funcionar.",I fear that the calidad de sonido of the tablet.,es,fear,fear,0.96814,True
2025-10-27 12:00:00,Me preocupa la conectividad de este taxi; temo que falle en poco tiempo.,I am concerned about the conectividad of the taxi.,es,fear,fear,0.957433,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el tablet tenga problemas en la velocidad.,I am uneasy about the velocidad of the tablet.,es,fear,fear,0.942096,True
2025-10-27 12:00:00,Tengo dudas sobre la material del auriculares y no sé si invertir en él.,I have doubts about the material of the auriculares.,es,fear,fear,0.968442,True
2025-10-27 12:00:00,Me preocupa la garantía de este plataforma de cursos; temo que falle en poco tiempo.,I am concerned about the garantía of the plataforma de cursos.,es,fear,fear,0.926945,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la funcionalidades del nevera.,It does not inspire confidence in the funcionalidades of the nevera.,es,fear,fear,0.982013,True
2025-10-27 12:00:00,Me preocupa la conectividad de este altavoz; temo que falle en poco tiempo.,I am concerned about the conectividad of the altavoz.,es,fear,fear,0.987414,True
2025-10-27 12:00:00,Me preocupa la puntualidad de este app bancaria; temo que falle en poco tiempo.,I am concerned about the puntualidad of the app bancaria.,es,fear,fear,0.918911,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la estabilidad del soporte técnico.,It does not inspire confidence in the estabilidad of the soporte técnico.,es,fear,fear,0.927496,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la puntualidad del restaurante deje de funcionar.",I fear that the puntualidad of the restaurante.,es,fear,fear,0.969995,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la consumo energético del servicio que ofrecen.,I feel anxious about the consumo energético of the auriculares.,es,fear,fear,0.978603,True
2025-10-27 12:00:00,Me da miedo que la privacidad del monitor sea insuficiente para mi familia.,I am afraid that the privacidad of the monitor.,es,fear,fear,0.934149,True
2025-10-27 12:00:00,Me preocupa la actualizaciones de este agencia de viajes; temo que falle en poco tiempo.,I am concerned about the actualizaciones of the agencia de viajes.,es,fear,fear,0.905422,True
2025-10-27 12:00:00,Tengo dudas sobre la seguridad del silla ergonómica y no sé si invertir en él.,I have doubts about the seguridad of the silla ergonómica.,es,fear,fear,0.900188,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el monitor tenga problemas en la experiencia de usuario.,I am uneasy about the experiencia de usuario of the monitor.,es,fear,fear,0.90405,True
2025-10-27 12:00:00,Me da miedo que la actualizaciones del licuadora sea insuficiente para mi familia.,I am afraid that the actualizaciones of the licuadora.,es,fear,fear,0.964298,True
2025-10-27 12:00:00,Me preocupa la material de este colchón; temo que falle en poco tiempo.,I am concerned about the material of the colchón.,es,fear,fear,0.97035,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la servicio postventa del mochila deje de funcionar.",I fear that the servicio postventa of the mochila.,es,fear,fear,0.941834,True
2025-10-27 12:00:00,Tengo dudas sobre la seguridad del lavadora y no sé si invertir en él.,I have doubts about the seguridad of the lavadora.,es,fear,fear,0.912905,True
2025-10-27 12:00:00,Me da miedo que la facilidad de uso del chaqueta sea insuficiente para mi familia.,I am afraid that the facilidad de uso of the chaqueta.,es,fear,fear,0.924754,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la conectividad del servicio que ofrecen.,I feel anxious about the conectividad of the mochila.,es,fear,fear,0.967256,True
2025-10-27 12:00:00,Tengo dudas sobre la material del servicio de streaming y no sé si invertir en él.,I have doubts about the material of the servicio de streaming.,es,fear,fear,0.90076,True
2025-10-27 12:00:00,Tengo dudas sobre la relación calidad-precio del servicio de streaming y no sé si invertir en él.,I have doubts about the relación calidad-precio of the servicio de streaming.,es,fear,fear,0.944707,True
2025-10-27 12:00:00,Tengo dudas sobre la puntualidad del silla ergonómica y no sé si invertir en él.,I have doubts about the puntualidad of the silla ergonómica.,es,fear,fear,0.965069,True
2025-10-27 12:00:00,Me preocupa la privacidad de este maleta; temo que falle en poco tiempo.,I am concerned about the privacidad of the maleta.,es,fear,fear,0.93324,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la garantía del crema facial deje de funcionar.",I fear that the garantía of the crema facial.,es,fear,fear,0.969086,True
2025-10-27 12:00:00,Tengo dudas sobre la interfaz del hotel y no sé si invertir en él.,I have doubts about the interfaz of the hotel.,es,fear,fear,0.967936,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el licuadora tenga problemas en la seguridad.,I am uneasy about the seguridad of the licuadora.,es,fear,fear,0.966193,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el soporte técnico tenga problemas en la acabado.,I am uneasy about the acabado of the soporte técnico.,es,fear,fear,0.951796,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la precisión del servicio que ofrecen.,I feel anxious about the precisión of the nevera.,es,fear,fear,0.906761,True
2025-10-27 12:00:00,Me da miedo que la seguridad del compañía de telecomunicaciones sea insuficiente para mi familia.,I am afraid that the seguridad of the compañía de telecomunicaciones.,es,fear,fear,0.963258,True
2025-10-27 12:00:00,Tengo dudas sobre la calidad de sonido del silla ergonómica y no sé si invertir en él.,I have doubts about the calidad de sonido of the silla ergonómica.,es,fear,fear,0.941275,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la relación calidad-precio del servicio que ofrecen.,I feel anxious about the relación calidad-precio of the reloj inteligente.,es,fear,fear,0.901754,True
2025-10-27 12:00:00,Me preocupa la puntualidad de este plancha; temo que falle en poco tiempo.,I am concerned about the puntualidad of the plancha.,es,fear,fear,0.915145,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la actualizaciones del servicio que ofrecen.,I feel anxious about the actualizaciones of the hotel.,es,fear,fear,0.917293,True
2025-10-27 12:00:00,Tengo dudas sobre la diseño del taxi y no sé si invertir en él.,I have doubts about the diseño of the taxi.,es,fear,fear,0.95689,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el hotel tenga problemas en la resolución de pantalla.,I am uneasy about the resolución de pantalla of the hotel.,es,fear,fear,0.937062,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la durabilidad del servicio que ofrecen.,I feel anxious about the durabilidad of the plataforma de cursos.,es,fear,fear,0.973792,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el maleta tenga problemas en la capacidad de carga.,I am uneasy about the capacidad de carga of the maleta.,es,fear,fear,0.965559,True
2025-10-27 12:00:00,Me preocupa la resolución de pantalla de este ventilador; temo que falle en poco tiempo.,I am concerned about the resolución de pantalla of the ventilador.,es,fear,fear,0.906977,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la actualizaciones del lavadora deje de funcionar.",I fear that the actualizaciones of the lavadora.,es,fear,fear,0.912225,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la velocidad del nevera.,It does not inspire confidence in the velocidad of the nevera.,es,fear,fear,0.986485,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la interfaz del aspiradora deje de funcionar.",I fear that the interfaz of the aspiradora.,es,fear,fear,0.95865,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la velocidad del colchón.,It does not inspire confidence in the velocidad of the colchón.,es,fear,fear,0.943037,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la calidad de sonido del app bancaria.,It does not inspire confidence in the calidad de sonido of the app bancaria.,es,fear,fear,0.979697,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el smartwatch tenga problemas en la capacidad de carga.,I am uneasy about the capacidad de carga of the smartwatch.,es,fear,fear,0.941422,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la funcionalidades del plataforma de cursos.,It does not inspire confidence in the funcionalidades of the plataforma de cursos.,es,fear,fear,0.942327,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el restaurante tenga problemas en la acabado.,I am uneasy about the acabado of the restaurante.,es,fear,fear,0.957275,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la consumo energético del servicio que ofrecen.,I feel anxious about the consumo energético of the colchón.,es,fear,fear,0.900973,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la puntualidad del licuadora deje de funcionar.",I fear that the puntualidad of the licuadora.,es,fear,fear,0.945385,True
2025-10-27 12:00:00,Me preocupa la capacidad de carga de este plataforma de cursos; temo que falle en poco tiempo.,I am concerned about the capacidad de carga of the plataforma de cursos.,es,fear,fear,0.917421,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el chaqueta tenga problemas en la resolución de pantalla.,I am uneasy about the resolución de pantalla of the chaqueta.,es,fear,fear,0.960589,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el agencia de viajes tenga problemas en la interfaz.,I am uneasy about the interfaz of the agencia de viajes.,es,fear,fear,0.938026,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la entrega del servicio que ofrecen.,I feel anxious about the entrega of the monitor.,es,fear,fear,0.955484,True
2025-10-27 12:00:00,Me da miedo que la acabado del teléfono sea insuficiente para mi familia.,I am afraid that the acabado of the teléfono.,es,fear,fear,0.936281,True
2025-10-27 12:00:00,Me preocupa la velocidad de este plancha; temo que falle en poco tiempo.,I am concerned about the velocidad of the plancha.,es,fear,fear,0.973537,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la capacidad de carga del detergente deje de funcionar.",I fear that the capacidad de carga of the detergente.,es,fear,fear,0.982478,True
2025-10-27 12:00:00,Me preocupa la sensibilidad de este microondas; temo que falle en poco tiempo.,I am concerned about the sensibilidad of the microondas.,es,fear,fear,0.908048,True
2025-10-27 12:00:00,Me preocupa la calidad de sonido de este cámara; temo que falle en poco tiempo.,I am concerned about the calidad de sonido of the cámara.,es,fear,fear,0.923442,True
2025-10-27 12:00:00,Tengo dudas sobre la relación calidad-precio del detergente y no sé si invertir en él.,I have doubts about the relación calidad-precio of the detergente.,es,fear,fear,0.906964,True
2025-10-27 12:00:00,Me da miedo que la acabado del agencia de viajes sea insuficiente para mi familia.,I am afraid that the acabado of the agencia de viajes.,es,fear,fear,0.936981,True
2025-10-27 12:00:00,Me preocupa la durabilidad de este monitor; temo que falle en poco tiempo.,I am concerned about the durabilidad of the monitor.,es,fear,fear,0.936785,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la experiencia de usuario del compañía de telecomunicaciones.,It does not inspire confidence in the experiencia de usuario of the compañía de telecomunicaciones.,es,fear,fear,0.907458,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la diseño del servicio que ofrecen.,I feel anxious about the diseño of the cámara.,es,fear,fear,0.930641,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la acabado del zapatos.,It does not inspire confidence in the acabado of the zapatos.,es,fear,fear,0.963919,True
2025-10-27 12:00:00,Me preocupa la facilidad de uso de este aspiradora; temo que falle en poco tiempo.,I am concerned about the facilidad de uso of the aspiradora.,es,fear,fear,0.921253,True
2025-10-27 12:00:00,Me da miedo que la experiencia de usuario del plataforma de cursos sea insuficiente para mi familia.,I am afraid that the experiencia de usuario of the plataforma de cursos.,es,fear,fear,0.965181,True
2025-10-27 12:00:00,Me da miedo que la estabilidad del soporte técnico sea insuficiente para mi familia.,I am afraid that the estabilidad of the soporte técnico.,es,fear,fear,0.924974,True
2025-10-27 12:00:00,Me preocupa la experiencia de usuario de este teléfono; temo que falle en poco tiempo.,I am concerned about the experiencia de usuario of the teléfono.,es,fear,fear,0.925777,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el monitor tenga problemas en la rendimiento.,I am uneasy about the rendimiento of the monitor.,es,fear,fear,0.902237,True
2025-10-27 12:00:00,Tengo dudas sobre la duración de batería del smartwatch y no sé si invertir en él.,I have doubts about the duración de batería of the smartwatch.,es,fear,fear,0.985647,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la velocidad del servicio que ofrecen.,I feel anxious about the velocidad of the nevera.,es,fear,fear,0.912266,True
2025-10-27 12:00:00,Me da miedo que la compatibilidad del ventilador sea insuficiente para mi familia.,I am afraid that the compatibilidad of the ventilador.,es,fear,fear,0.922356,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el zapatos tenga problemas en la atención al cliente.,I am uneasy about the atención al cliente of the zapatos.,es,fear,fear,0.976459,True
2025-10-27 12:00:00,Me da miedo que la rendimiento del router sea insuficiente para mi familia.,I am afraid that the rendimiento of the router.,es,fear,fear,0.955357,True
2025-10-27 12:00:00,Me preocupa la facilidad de uso de este taller mecánico; temo que falle en poco tiempo.,I am concerned about the facilidad de uso of the taller mecánico.,es,fear,fear,0.951334,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el aspiradora tenga problemas en la durabilidad.,I am uneasy about the durabilidad of the aspiradora.,es,fear,fear,0.909989,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la resolución de pantalla del licuadora deje de funcionar.",I fear that the resolución de pantalla of the licuadora.,es,fear,fear,0.940325,True
2025-10-27 12:00:00,Me preocupa la privacidad de este altavoz; temo que falle en poco tiempo.,I am concerned about the privacidad of the altavoz.,es,fear,fear,0.938984,True
2025-10-27 12:00:00,Me da miedo que la interfaz del monitor sea insuficiente para mi familia.,I am afraid that the interfaz of the monitor.,es,fear,fear,0.927573,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el microondas tenga problemas en la relación calidad-precio.,I am uneasy about the relación calidad-precio of the microondas.,es,fear,fear,0.96533,True
2025-10-27 12:00:00,"Temo que, tras un par de usos, la garantía del hotel deje de funcionar.",I fear that the garantía of the hotel.,es,fear,fear,0.900355,True
2025-10-27 12:00:00,Me preocupa la actualizaciones de este colchón; temo que falle en poco tiempo.,I am concerned about the actualizaciones of the colchón.,es,fear,fear,0.958689,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el ventilador tenga problemas en la material.,I am uneasy about the material of the ventilador.,es,fear,fear,0.953215,True
2025-10-27 12:00:00,Me da miedo que la privacidad del cámara sea insuficiente para mi familia.,I am afraid that the privacidad of the cámara.,es,fear,fear,0.976625,True
2025-10-27 12:00:00,Me preocupa la atención al cliente de este cafetera; temo que falle en poco tiempo.,I am concerned about the atención al cliente of the cafetera.,es,fear,fear,0.945019,True
2025-10-27 12:00:00,Tengo dudas sobre la duración de batería del estufa y no sé si invertir en él.,I have doubts about the duración de batería of the estufa.,es,fear,fear,0.91445,True
2025-10-27 12:00:00,Tengo dudas sobre la estabilidad del chaqueta y no sé si invertir en él.,I have doubts about the estabilidad of the chaqueta.,es,fear,fear,0.901438,True
2025-10-27 12:00:00,Estoy inquieto por la posibilidad de que el plataforma de cursos tenga problemas en la capacidad de carga.,I am uneasy about the capacidad de carga of the plataforma de cursos.,es,fear,fear,0.983417,True
2025-10-27 12:00:00,No me inspira confianza la información sobre la estabilidad del servicio de streaming.,It does not inspire confidence in the estabilidad of the servicio de streaming.,es,fear,fear,0.945018,True
2025-10-27 12:00:00,Me preocupa la privacidad de este altavoz; temo que falle en poco tiempo.,I am concerned about the privacidad of the altavoz.,es,fear,fear,0.935741,True
2025-10-27 12:00:00,Siento ansiedad por la seguridad y la estabilidad del servicio que ofrecen.,I feel anxious about the estabilidad of the licuadora.,es,fear,fear,0.981456,True
